Block,Pattern,Item,Tag,X_Coordination,Y_Coordination,Z_Coordination
1688220305948,VR-difficult,2,Blue Cylinder,Same Color,2.590302,1.692593,1.195708
1688220305948,VR-difficult,2,Blue Sphere,Same Color,1.682171,1.429204,-0.9495959
1688220305948,VR-difficult,2,Yellow Pyramids,Same Shape,1.4957,0.6017491,-0.8792272
1688220305948,VR-difficult,2,Yellow Pyramids,Same Shape,2.390731,0.3777196,-0.6994653
1688220305948,VR-difficult,2,Yellow Pyramids,Same Shape,1.747673,1.862663,-0.2477173
1688220305948,VR-difficult,2,Yellow Pyramids,Same Shape,1.040089,1.247211,0.2065034
1688220305948,VR-difficult,2,Purple Pyramids,Same Shape,2.487563,0.3634771,1.759092
1688220305948,VR-difficult,2,Red Pyramids,Same Shape,0.9230064,1.253487,-0.546234
1688220305948,VR-difficult,2,Purple Pyramids,Same Shape,0.7256323,1.28273,0.8205841
1688220305948,VR-difficult,2,Red Pyramids,Same Shape,2.607013,1.774707,0.5345985
1688220305948,VR-difficult,2,Red Pyramids,Same Shape,2.656678,1.002573,1.057781
1688220305948,VR-difficult,2,Yellow Pyramids,Same Shape,2.308366,0.5303109,1.301091
1688220305948,VR-difficult,2,Yellow Pyramids,Same Shape,1.78334,0.4709994,1.045024
1688220305948,VR-difficult,2,Red Pyramids,Same Shape,2.708208,0.1495025,0.401073
1688220305948,VR-difficult,2,Yellow Cylinder,Different,2.269934,1.383169,0.1837762
1688220305948,VR-difficult,2,Red Sphere,Different,2.571686,0.7132961,-1.183281
1688220305948,VR-difficult,2,Purple Cube,Different,2.713757,0.4432054,-0.305186
1688220305948,VR-difficult,2,Red Cylinder,Different,1.824114,2.052006,-0.9597888
1688220305948,VR-difficult,2,Yellow Cube,Different,0.701098,1.806236,0.6657398
1688220305948,VR-difficult,2,Yellow Sphere,Different,0.7214877,1.782026,0.08468705
1688220305948,VR-difficult,2,Purple Sphere,Different,1.688672,0.4256825,-0.03861588
1688220305948,VR-difficult,2,Yellow Cylinder,Different,2.015849,0.9299721,1.395839
1688220305948,VR-difficult,2,Purple Cube,Different,2.330586,2.076827,0.9928372
1688220305948,VR-difficult,2,Red Cube,Different,2.039766,1.143994,0.6254268
1688220305948,VR-difficult,2,Purple Cube,Different,1.433673,1.539828,0.8032885
1688220305948,VR-difficult,2,Red Sphere,Different,1.650478,1.468502,1.377349
1688220313708,VR-difficult,3,Yellow Cube,Target,1.489453,0.7482156,-0.3771636
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,1.595108,0.9037132,0.1175207
1688220313708,VR-difficult,3,Yellow Pyramids,Same Color,2.498398,1.984415,-0.7408456
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,1.035658,1.195164,-0.4480793
1688220313708,VR-difficult,3,Yellow Cylinder,Same Color,2.742782,1.762085,1.19943
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,2.070874,1.446551,1.386635
1688220313708,VR-difficult,3,Yellow Cylinder,Same Color,0.7791487,1.482333,0.9193139
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,1.786412,1.416303,0.6075944
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,1.851824,1.936311,-0.5164406
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,2.390787,0.4204999,1.057949
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,1.7777,1.463405,-0.2072072
1688220313708,VR-difficult,3,Yellow Cylinder,Same Color,1.974141,0.334314,0.7703451
1688220313708,VR-difficult,3,Yellow Sphere,Same Color,1.065815,0.7781418,0.6735263
1688220313708,VR-difficult,3,Purple Cube,Same Shape,2.469429,1.41403,0.1916395
1688220313708,VR-difficult,3,Red Cube,Same Shape,2.618995,0.875146,1.394123
1688220313708,VR-difficult,3,Blue Cube,Same Shape,2.532065,2.055762,1.612204
1688220313708,VR-difficult,3,Red Cube,Same Shape,2.725902,1.438405,-0.63535
1688220313708,VR-difficult,3,Red Cube,Same Shape,2.444514,0.549405,-1.038817
1688220313708,VR-difficult,3,Purple Cube,Same Shape,2.730448,1.115292,0.585479
1688220313708,VR-difficult,3,Red Cube,Same Shape,1.673924,1.972101,1.387863
1688220313708,VR-difficult,3,Blue Cube,Same Shape,1.955371,0.5197429,0.140837
1688220313708,VR-difficult,3,Red Cube,Same Shape,0.4532858,1.065159,0.1442835
1688220313708,VR-difficult,3,Blue Cube,Same Shape,2.258303,1.132885,-0.6486697
1688220313708,VR-difficult,3,Blue Cube,Same Shape,1.390343,1.904222,-0.7990315
1688220313708,VR-difficult,3,Blue Cube,Same Shape,0.6012895,1.792729,0.2516105
1688220313708,VR-difficult,3,Blue Pyramids,Different,0.4879187,1.330253,-0.4030067
1688220313708,VR-difficult,3,Red Pyramids,Different,2.719158,0.2459606,1.814966
1688220313708,VR-difficult,3,Purple Cylinder,Different,2.35591,0.9213976,0.12466
1688220313708,VR-difficult,3,Red Pyramids,Different,2.346939,1.30696,-1.122413
1688220313708,VR-difficult,3,Blue Sphere,Different,1.616546,1.35024,1.094898
1688220313708,VR-difficult,3,Blue Pyramids,Different,2.32831,1.556165,0.8326235
1688220313708,VR-difficult,3,Purple Cylinder,Different,2.583709,0.247251,-0.3321739
1688220313708,VR-difficult,3,Red Cylinder,Different,2.25439,0.5602642,1.637222
1688220313708,VR-difficult,3,Blue Cylinder,Different,1.850571,1.436708,-0.9030204
1688220313708,VR-difficult,3,Blue Cylinder,Different,2.324847,1.899765,-0.1115378
1688220313708,VR-difficult,3,Red Pyramids,Different,1.257129,1.870038,0.2025717
1688220313708,VR-difficult,3,Blue Pyramids,Different,1.179361,1.720796,0.7297795
1688220325614,VR-difficult,0,Yellow Sphere,Target,2.742106,1.122882,1.873447
1688220325614,VR-difficult,0,Yellow Pyramids,Same Color,1.275896,1.623586,1.273833
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,2.130338,2.111738,1.148092
1688220325614,VR-difficult,0,Yellow Cube,Same Color,0.5123477,0.7686441,0.1366055
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,1.728318,0.689544,-0.4654943
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,2.647759,0.6065737,1.35511
1688220325614,VR-difficult,0,Yellow Cube,Same Color,2.26208,1.278264,-0.381734
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,2.179072,2.126527,0.5852764
1688220325614,VR-difficult,0,Yellow Cube,Same Color,1.485639,1.664145,-0.9299434
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,0.9653741,1.057991,-0.269859
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,1.188786,1.101592,1.210863
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,1.281866,0.7118636,0.656251
1688220325614,VR-difficult,0,Yellow Cylinder,Same Color,1.757259,1.020823,0.8669773
1688220325614,VR-difficult,0,Red Sphere,Same Shape,2.76924,0.08244919,0.5260175
1688220325614,VR-difficult,0,Blue Sphere,Same Shape,2.045729,0.3235146,1.325838
1688220325614,VR-difficult,0,Purple Sphere,Same Shape,2.267543,0.8141108,-0.7685884
1688220325614,VR-difficult,0,Purple Sphere,Same Shape,1.647192,0.7141666,1.432333
1688220325614,VR-difficult,0,Blue Sphere,Same Shape,2.663223,1.410231,0.7543184
1688220325614,VR-difficult,0,Blue Sphere,Same Shape,1.646156,1.881383,0.4674074
1688220325614,VR-difficult,0,Blue Sphere,Same Shape,0.4975185,1.270983,-0.1359938
1688220325614,VR-difficult,0,Purple Sphere,Same Shape,2.769019,1.265683,-1.286615
1688220325614,VR-difficult,0,Purple Sphere,Same Shape,1.157638,1.727606,-0.05943078
1688220325614,VR-difficult,0,Blue Sphere,Same Shape,2.400835,2.121958,-0.2043466
1688220325614,VR-difficult,0,Red Sphere,Same Shape,2.692792,1.130773,0.005774856
1688220325614,VR-difficult,0,Purple Sphere,Same Shape,1.065176,1.674805,0.7446092
1688220325614,VR-difficult,0,Blue Cylinder,Different,2.128502,1.483505,0.5791905
1688220325614,VR-difficult,0,Purple Cylinder,Different,1.948985,0.6899536,0.4519989
1688220325614,VR-difficult,0,Red Cube,Different,2.733067,2.214922,0.5435783
1688220325614,VR-difficult,0,Red Cube,Different,1.883433,1.628327,-0.1630516
1688220325614,VR-difficult,0,Purple Pyramids,Different,2.662805,1.698885,1.239006
1688220325614,VR-difficult,0,Blue Cube,Different,2.69411,0.8178135,-0.4461783
1688220325614,VR-difficult,0,Red Cylinder,Different,2.614292,0.3588334,-0.8751704
1688220325614,VR-difficult,0,Blue Cylinder,Different,0.7269471,1.297373,0.6922358
1688220325614,VR-difficult,0,Blue Cube,Different,2.336715,1.951885,-1.295195
1688220325614,VR-difficult,0,Red Cube,Different,1.698975,1.219485,1.405753
1688220325614,VR-difficult,0,Blue Pyramids,Different,2.352949,1.745176,-0.7994886
1688220325614,VR-difficult,0,Red Pyramids,Different,1.545084,0.4516557,0.246684
1688220333377,VR-difficult,1,Blue Pyramids,Target,0.8516873,1.060928,0.4495389
1688220333377,VR-difficult,1,Blue Cylinder,Same Color,2.583328,2.209232,1.697719
1688220333377,VR-difficult,1,Blue Cube,Same Color,2.373732,1.399034,0.5668829
1688220333377,VR-difficult,1,Blue Sphere,Same Color,1.848572,0.912342,-0.96749
1688220333377,VR-difficult,1,Blue Cube,Same Color,2.016559,0.7478403,1.370309
1688220333377,VR-difficult,1,Blue Cylinder,Same Color,2.140447,1.536293,-0.5381415
1688220333377,VR-difficult,1,Blue Cube,Same Color,2.069541,0.4630964,-0.1491892
1688220333377,VR-difficult,1,Blue Cube,Same Color,2.353004,0.6785652,-1.072184
1688220333377,VR-difficult,1,Blue Sphere,Same Color,1.811733,2.039415,0.3663136
1688220333377,VR-difficult,1,Blue Cylinder,Same Color,1.583056,0.5879402,0.7308415
1688220333377,VR-difficult,1,Blue Cube,Same Color,2.652914,1.201664,-0.1444758
1688220333377,VR-difficult,1,Blue Cylinder,Same Color,1.547138,1.870351,-0.1176561
1688220333377,VR-difficult,1,Blue Cube,Same Color,1.323074,1.508036,0.6748003
1688220333377,VR-difficult,1,Purple Pyramids,Same Shape,2.696979,2.096231,-0.7756412
1688220333377,VR-difficult,1,Purple Pyramids,Same Shape,0.6675761,1.552701,0.7924906
1688220333377,VR-difficult,1,Purple Pyramids,Same Shape,1.392449,1.969402,-0.6374354
1688220333377,VR-difficult,1,Red Pyramids,Same Shape,0.8259822,0.7408358,0.9154571
1688220333377,VR-difficult,1,Red Pyramids,Same Shape,0.6487762,1.430574,-0.206688
1688220333377,VR-difficult,1,Purple Pyramids,Same Shape,2.742365,2.247762,0.7876427
1688220333377,VR-difficult,1,Red Pyramids,Same Shape,1.126376,0.5712416,-0.6404424
1688220333377,VR-difficult,1,Purple Pyramids,Same Shape,1.628885,1.108257,1.317059
1688220333377,VR-difficult,1,Purple Pyramids,Same Shape,2.066283,2.074972,-0.2280602
1688220333377,VR-difficult,1,Red Pyramids,Same Shape,1.570943,0.69858,-0.1300957
1688220333377,VR-difficult,1,Yellow Pyramids,Same Shape,2.306239,1.176755,1.052811
1688220333377,VR-difficult,1,Red Pyramids,Same Shape,1.792773,1.059834,0.6316167
1688220333377,VR-difficult,1,Purple Cube,Different,1.750951,1.347581,-0.05636209
1688220333377,VR-difficult,1,Red Cube,Different,2.747808,0.2683238,0.2713723
1688220333377,VR-difficult,1,Red Sphere,Different,1.401781,1.569018,1.271728
1688220333377,VR-difficult,1,Purple Cylinder,Different,2.703738,0.7044165,1.027156
1688220333377,VR-difficult,1,Purple Cube,Different,2.090017,1.957333,-0.927361
1688220333377,VR-difficult,1,Purple Cube,Different,2.742946,1.302493,-1.353391
1688220333377,VR-difficult,1,Yellow Cube,Different,2.63441,0.20006,1.047534
1688220333377,VR-difficult,1,Yellow Cylinder,Different,2.75945,0.8179888,-0.4801011
1688220333377,VR-difficult,1,Purple Cube,Different,2.506345,1.808702,0.1204942
1688220333377,VR-difficult,1,Red Sphere,Different,2.359483,1.525576,1.553396
1688220333377,VR-difficult,1,Red Cube,Different,2.729685,1.133164,1.772559
1688220333377,VR-difficult,1,Red Sphere,Different,2.735189,0.110306,-0.6989917
1688220341136,VR-difficult,2,Red Cube,Target,0.6172361,0.8282666,-0.2573519
1688220341136,VR-difficult,2,Red Pyramids,Same Color,1.710275,1.562906,0.3635123
1688220341136,VR-difficult,2,Red Pyramids,Same Color,2.650319,2.172251,0.6229377
1688220341136,VR-difficult,2,Red Cylinder,Same Color,1.774253,1.235783,-0.4267001
1688220341136,VR-difficult,2,Red Pyramids,Same Color,0.5375652,1.565606,0.1733639
1688220341136,VR-difficult,2,Red Cylinder,Same Color,1.437272,1.201674,0.9249735
1688220341136,VR-difficult,2,Red Sphere,Same Color,2.338726,1.76231,0.3315523
1688220341136,VR-difficult,2,Red Cylinder,Same Color,2.471965,1.013026,0.9069316
1688220341136,VR-difficult,2,Red Sphere,Same Color,1.183763,1.431569,-0.2865723
1688220341136,VR-difficult,2,Red Pyramids,Same Color,0.4244649,1.587082,0.8775425
1688220341136,VR-difficult,2,Red Pyramids,Same Color,1.914514,1.929219,-0.1208218
1688220341136,VR-difficult,2,Red Cylinder,Same Color,2.702892,2.069314,1.817607
1688220341136,VR-difficult,2,Red Pyramids,Same Color,2.37374,0.5482319,0.4544802
1688220341136,VR-difficult,2,Blue Cube,Same Shape,2.680712,0.4755753,1.070697
1688220341136,VR-difficult,2,Blue Cube,Same Shape,2.532698,0.746642,-0.5802486
1688220341136,VR-difficult,2,Purple Cube,Same Shape,2.7237,1.752498,-1.377126
1688220341136,VR-difficult,2,Yellow Cube,Same Shape,2.354897,0.7033295,-1.291318
1688220341136,VR-difficult,2,Yellow Cube,Same Shape,2.076392,1.983147,1.407961
1688220341136,VR-difficult,2,Purple Cube,Same Shape,2.246328,1.286161,-1.195388
1688220341136,VR-difficult,2,Purple Cube,Same Shape,2.641938,0.278139,-0.2617012
1688220341136,VR-difficult,2,Purple Cube,Same Shape,2.524408,2.190481,-0.9863234
1688220341136,VR-difficult,2,Blue Cube,Same Shape,1.880627,1.97988,0.8216591
1688220341136,VR-difficult,2,Purple Cube,Same Shape,1.673666,1.8829,-0.6791393
1688220341136,VR-difficult,2,Yellow Cube,Same Shape,2.480161,0.9949005,-0.1200239
1688220341136,VR-difficult,2,Purple Cube,Same Shape,1.575649,0.8528217,0.102354
1688220341136,VR-difficult,2,Yellow Sphere,Different,2.374067,1.70452,1.014935
1688220341136,VR-difficult,2,Purple Sphere,Different,1.364491,1.850274,0.7504151
1688220341136,VR-difficult,2,Yellow Sphere,Different,1.37235,0.5646189,-0.4091164
1688220341136,VR-difficult,2,Blue Cylinder,Different,0.5872607,0.7435912,0.9058135
1688220341136,VR-difficult,2,Yellow Cylinder,Different,2.544712,1.641505,-0.4553738
1688220341136,VR-difficult,2,Purple Cylinder,Different,2.663473,0.1172626,-0.9435601
1688220341136,VR-difficult,2,Blue Pyramids,Different,1.971585,0.6137233,-0.4964651
1688220341136,VR-difficult,2,Yellow Pyramids,Different,1.091838,0.7426021,1.167487
1688220341136,VR-difficult,2,Purple Cylinder,Different,1.887763,0.4376678,0.03832656
1688220341136,VR-difficult,2,Yellow Sphere,Different,2.690152,0.8740839,1.658176
1688220341136,VR-difficult,2,Blue Pyramids,Different,2.749387,1.312664,-0.9105322
1688220341136,VR-difficult,2,Yellow Cylinder,Different,1.745249,0.6767431,0.7612922
1688224247719,VR-difficult,1,Purple Pyramids,Target,2.220648,0.6226674,0.5157469
1688224247719,VR-difficult,1,Purple Cylinder,Same Color,2.617935,0.4127202,0.2750849
1688224247719,VR-difficult,1,Purple Sphere,Same Color,1.550779,1.046762,0.517719
1688224247719,VR-difficult,1,Purple Cylinder,Same Color,0.9390705,1.4002,-0.5428029
1688224247719,VR-difficult,1,Purple Sphere,Same Color,2.162733,0.3435023,1.207033
1688224247719,VR-difficult,1,Purple Sphere,Same Color,1.768744,0.9932638,-0.9667817
1688224247719,VR-difficult,1,Purple Sphere,Same Color,2.19024,1.181466,1.321682
1688224247719,VR-difficult,1,Purple Cube,Same Color,2.309649,1.162742,0.562553
1688224247719,VR-difficult,1,Purple Cube,Same Color,0.967366,1.771969,1.144095
1688224247719,VR-difficult,1,Purple Cylinder,Same Color,1.527971,1.929385,0.3637187
1688224247719,VR-difficult,1,Purple Cylinder,Same Color,2.701434,2.048011,0.5251013
1688224247719,VR-difficult,1,Purple Cylinder,Same Color,2.732469,0.68473,0.8112809
1688224247719,VR-difficult,1,Purple Sphere,Same Color,2.734622,0.486183,1.772395
1688224247719,VR-difficult,1,Blue Pyramids,Same Shape,2.341738,1.100891,-0.6903698
1688224247719,VR-difficult,1,Red Pyramids,Same Shape,2.683523,0.8830914,-1.308813
1688224247719,VR-difficult,1,Yellow Pyramids,Same Shape,2.052049,1.476069,-1.075414
1688224247719,VR-difficult,1,Yellow Pyramids,Same Shape,1.438779,1.440945,0.1263338
1688224247719,VR-difficult,1,Yellow Pyramids,Same Shape,1.094366,1.883465,0.03628129
1688224247719,VR-difficult,1,Blue Pyramids,Same Shape,0.930858,0.8293119,0.4665315
1688224247719,VR-difficult,1,Red Pyramids,Same Shape,2.020721,2.054587,0.1740977
1688224247719,VR-difficult,1,Red Pyramids,Same Shape,0.4490691,1.059202,-0.178974
1688224247719,VR-difficult,1,Red Pyramids,Same Shape,2.180671,1.982051,1.257796
1688224247719,VR-difficult,1,Red Pyramids,Same Shape,2.370046,1.10304,-0.1737354
1688224247719,VR-difficult,1,Blue Pyramids,Same Shape,2.383987,0.4999753,-0.4039265
1688224247719,VR-difficult,1,Blue Pyramids,Same Shape,2.593251,1.549136,0.154281
1688224247719,VR-difficult,1,Red Sphere,Different,2.663302,1.555733,-0.4397561
1688224247719,VR-difficult,1,Yellow Cube,Different,2.133892,1.982281,-0.9819748
1688224247719,VR-difficult,1,Red Sphere,Different,2.594472,2.138012,1.571963
1688224247719,VR-difficult,1,Red Cylinder,Different,1.291843,0.6065554,0.1900208
1688224247719,VR-difficult,1,Yellow Cube,Different,1.184804,1.112483,0.9223806
1688224247719,VR-difficult,1,Blue Cube,Different,0.4779117,0.801963,0.7344887
1688224247719,VR-difficult,1,Yellow Cylinder,Different,1.834047,0.492933,-1.018092
1688224247719,VR-difficult,1,Yellow Cube,Different,1.960649,0.6951415,-0.2022489
1688224247719,VR-difficult,1,Red Cube,Different,2.570073,0.8005098,1.324938
1688224247719,VR-difficult,1,Red Cylinder,Different,1.872071,1.802568,-0.4213603
1688224247719,VR-difficult,1,Yellow Cube,Different,1.382315,1.423299,-0.8576902
1688224247719,VR-difficult,1,Yellow Sphere,Different,2.721079,1.245843,1.834038
1688224255228,VR-difficult,2,Red Pyramids,Target,1.996148,1.580117,-0.3166376
1688224255228,VR-difficult,2,Red Sphere,Same Color,2.252038,1.475613,1.370558
1688224255228,VR-difficult,2,Red Cube,Same Color,1.467107,1.323786,-0.7124069
1688224255228,VR-difficult,2,Red Cube,Same Color,2.457911,0.5703132,1.394862
1688224255228,VR-difficult,2,Red Cylinder,Same Color,0.6138473,1.561731,-0.01526505
1688224255228,VR-difficult,2,Red Cylinder,Same Color,2.757622,1.374573,-0.7871615
1688224255228,VR-difficult,2,Red Cylinder,Same Color,1.669554,1.531948,0.8575374
1688224255228,VR-difficult,2,Red Sphere,Same Color,2.001832,0.4885918,-0.8846397
1688224255228,VR-difficult,2,Red Cylinder,Same Color,2.586551,1.157548,0.6795426
1688224255228,VR-difficult,2,Red Cylinder,Same Color,2.740941,0.822965,1.849078
1688224255228,VR-difficult,2,Red Cube,Same Color,0.9042391,0.6767156,-0.4864738
1688224255228,VR-difficult,2,Red Cylinder,Same Color,2.510515,0.5710133,-1.176324
1688224255228,VR-difficult,2,Red Cylinder,Same Color,1.51861,0.5660789,0.4604201
1688224255228,VR-difficult,2,Blue Pyramids,Same Shape,1.155945,1.16514,0.4301916
1688224255228,VR-difficult,2,Yellow Pyramids,Same Shape,2.123324,1.931413,1.012423
1688224255228,VR-difficult,2,Purple Pyramids,Same Shape,2.735138,1.258696,1.204351
1688224255228,VR-difficult,2,Purple Pyramids,Same Shape,2.684121,0.2348315,0.4621058
1688224255228,VR-difficult,2,Yellow Pyramids,Same Shape,0.992674,0.7240572,0.690414
1688224255228,VR-difficult,2,Yellow Pyramids,Same Shape,1.057796,1.615945,0.9299107
1688224255228,VR-difficult,2,Blue Pyramids,Same Shape,2.385339,1.990622,-0.6161176
1688224255228,VR-difficult,2,Purple Pyramids,Same Shape,1.875928,1.07417,1.189505
1688224255228,VR-difficult,2,Purple Pyramids,Same Shape,2.632398,1.918926,0.02860081
1688224255228,VR-difficult,2,Yellow Pyramids,Same Shape,2.499314,2.212746,1.4948
1688224255228,VR-difficult,2,Purple Pyramids,Same Shape,2.724172,0.7784083,-0.6437471
1688224255228,VR-difficult,2,Purple Pyramids,Same Shape,2.051854,0.8745096,-0.00467968
1688224255228,VR-difficult,2,Purple Cube,Different,0.525716,1.059171,0.03314275
1688224255228,VR-difficult,2,Yellow Cube,Different,1.692037,1.986067,-0.9840409
1688224255228,VR-difficult,2,Blue Sphere,Different,2.438705,1.822597,-1.24882
1688224255228,VR-difficult,2,Yellow Cylinder,Different,1.315784,1.804244,0.02510679
1688224255228,VR-difficult,2,Blue Cube,Different,2.650785,2.234224,0.809765
1688224255228,VR-difficult,2,Blue Cube,Different,1.931141,1.17792,0.5466755
1688224255228,VR-difficult,2,Yellow Sphere,Different,1.990489,0.3489211,0.6253253
1688224255228,VR-difficult,2,Yellow Sphere,Different,2.582764,0.6917154,0.1512176
1688224255228,VR-difficult,2,Purple Cylinder,Different,2.770004,0.2806993,-0.2839287
1688224255228,VR-difficult,2,Yellow Cylinder,Different,1.879299,0.4643555,1.523698
1688224255228,VR-difficult,2,Purple Sphere,Different,1.469125,0.6863669,-0.8650473
1688224255228,VR-difficult,2,Blue Cylinder,Different,1.526754,0.9384881,-0.3247194
1688224262991,VR-difficult,3,Purple Pyramids,Target,2.594295,1.124493,0.4056966
1688224262991,VR-difficult,3,Purple Cube,Same Color,2.753546,2.184137,1.273431
1688224262991,VR-difficult,3,Purple Cylinder,Same Color,1.162532,1.34702,-0.614499
1688224262991,VR-difficult,3,Purple Sphere,Same Color,1.402944,0.6270841,0.6053721
1688224262991,VR-difficult,3,Purple Cylinder,Same Color,2.729451,0.9203553,1.526299
1688224262991,VR-difficult,3,Purple Cube,Same Color,2.111532,1.584293,-0.06688249
1688224262991,VR-difficult,3,Purple Cube,Same Color,0.4869296,1.555149,0.2707372
1688224262991,VR-difficult,3,Purple Cylinder,Same Color,1.934852,0.714229,1.204954
1688224262991,VR-difficult,3,Purple Cylinder,Same Color,2.379281,1.59539,-1.320349
1688224262991,VR-difficult,3,Purple Cube,Same Color,2.491692,2.050887,-0.6950966
1688224262991,VR-difficult,3,Purple Cube,Same Color,2.34168,1.575328,0.8620626
1688224262991,VR-difficult,3,Purple Cylinder,Same Color,2.109184,1.425449,1.483649
1688224262991,VR-difficult,3,Purple Sphere,Same Color,1.638247,1.026904,-0.7087994
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,1.098487,0.5851197,-0.4227104
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,2.69399,0.1416745,-1.436064
1688224262991,VR-difficult,3,Yellow Pyramids,Same Shape,0.4431567,0.9153064,0.4658862
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,0.8811632,1.713983,0.8228629
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,2.088601,0.5972186,-0.6029288
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,2.647563,1.787783,0.2382892
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,2.650119,0.7670532,-0.1304379
1688224262991,VR-difficult,3,Yellow Pyramids,Same Shape,1.932574,0.5900096,0.2994357
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,1.300207,1.089236,0.03411132
1688224262991,VR-difficult,3,Blue Pyramids,Same Shape,1.569998,1.315914,0.562391
1688224262991,VR-difficult,3,Red Pyramids,Same Shape,2.323072,0.2804937,-1.108704
1688224262991,VR-difficult,3,Yellow Pyramids,Same Shape,2.422197,0.4409965,0.2489929
1688224262991,VR-difficult,3,Red Cube,Different,1.70756,1.827177,-0.537927
1688224262991,VR-difficult,3,Red Sphere,Different,1.984735,1.406273,-0.5306793
1688224262991,VR-difficult,3,Red Sphere,Different,1.426726,1.054307,1.295152
1688224262991,VR-difficult,3,Yellow Sphere,Different,0.8990717,1.805387,-0.02343953
1688224262991,VR-difficult,3,Blue Cylinder,Different,2.459342,0.5112064,1.355404
1688224262991,VR-difficult,3,Blue Sphere,Different,2.761,1.941985,1.795005
1688224262991,VR-difficult,3,Red Cube,Different,0.886834,1.103984,1.048695
1688224262991,VR-difficult,3,Yellow Cylinder,Different,0.5962822,1.145376,-0.01195788
1688224262991,VR-difficult,3,Yellow Sphere,Different,1.50737,1.857212,0.9063506
1688224262991,VR-difficult,3,Blue Cylinder,Different,2.622967,0.8182765,-0.6674585
1688224262991,VR-difficult,3,Yellow Cube,Different,1.785529,1.836671,0.2516971
1688224262991,VR-difficult,3,Blue Cube,Different,2.322843,0.3140089,0.7972993
1688224270503,VR-difficult,4,Yellow Cube,Target,1.116141,1.414428,-0.03964227
1688224270503,VR-difficult,4,Yellow Sphere,Same Color,2.530545,1.642967,-1.367741
1688224270503,VR-difficult,4,Yellow Sphere,Same Color,1.606578,1.862159,-0.4104308
1688224270503,VR-difficult,4,Yellow Cylinder,Same Color,2.764122,1.472539,-0.02306616
1688224270503,VR-difficult,4,Yellow Pyramids,Same Color,2.704963,1.603805,1.622027
1688224270503,VR-difficult,4,Yellow Pyramids,Same Color,2.068316,0.8588839,-0.1330132
1688224270503,VR-difficult,4,Yellow Cylinder,Same Color,2.111351,0.8443171,-1.007054
1688224270503,VR-difficult,4,Yellow Pyramids,Same Color,0.8105421,1.209458,0.5819095
1688224270503,VR-difficult,4,Yellow Sphere,Same Color,2.679463,2.125562,0.3187038
1688224270503,VR-difficult,4,Yellow Cylinder,Same Color,0.4987628,1.176368,-0.1855254
1688224270503,VR-difficult,4,Yellow Cylinder,Same Color,2.720354,0.3253981,1.412388
1688224270503,VR-difficult,4,Yellow Pyramids,Same Color,1.39071,1.666536,1.114278
1688224270503,VR-difficult,4,Yellow Pyramids,Same Color,2.103979,1.187856,0.7255952
1688224270503,VR-difficult,4,Blue Cube,Same Shape,1.671716,0.7776361,1.100338
1688224270503,VR-difficult,4,Blue Cube,Same Shape,0.9870099,0.6240283,0.3075212
1688224270503,VR-difficult,4,Purple Cube,Same Shape,2.15189,1.935338,0.3627298
1688224270503,VR-difficult,4,Red Cube,Same Shape,2.407367,1.618483,-0.4135588
1688224270503,VR-difficult,4,Blue Cube,Same Shape,2.768459,0.3547587,0.6014087
1688224270503,VR-difficult,4,Blue Cube,Same Shape,2.435706,0.5504907,-0.3178605
1688224270503,VR-difficult,4,Blue Cube,Same Shape,1.480696,0.8241066,-0.4686081
1688224270503,VR-difficult,4,Blue Cube,Same Shape,1.792249,1.607148,0.5410313
1688224270503,VR-difficult,4,Blue Cube,Same Shape,2.145472,0.277487,0.05751705
1688224270503,VR-difficult,4,Red Cube,Same Shape,2.081051,1.391891,1.394967
1688224270503,VR-difficult,4,Purple Cube,Same Shape,2.019001,2.100653,-0.8909427
1688224270503,VR-difficult,4,Blue Cube,Same Shape,1.513244,0.7331958,0.4770579
1688224270503,VR-difficult,4,Purple Sphere,Different,2.297846,2.123241,-0.3927585
1688224270503,VR-difficult,4,Blue Pyramids,Different,0.7461144,1.779194,0.7032428
1688224270503,VR-difficult,4,Red Cylinder,Different,2.274839,0.2774766,0.8652117
1688224270503,VR-difficult,4,Red Sphere,Different,1.417447,1.598688,-0.8900466
